unique_id,cntry,idno,dweight,pspwght,pweight,anweight,agea,gndr,eisced,eduyrs,hinctnta,domicil,brncntr,rlgdgr,uemp12m,health,sclmeet,vote,polintr,lrscale,trstprl,trstlgl,trstplt,trstprt,trstplc,trstep,stfdem,stfgov,ppltrst,pplfair,pplhlp,imbgeco,imueclt,imwbcnt,imdfetn,impcntr,gincdif,happy,stflife
IT_75481,IT,75481,0.92991614,0.9895544,1.8029006,1.7840682,46,2,2,88,77,3,1,8,6,2,5,2,4,88,0,4,0,0,5,88,4,88,0,0,0,0,0,0,3,3,2,6,6
IT_65129,IT,65129,0.91409826,1.4324822,1.8029006,2.582623,52,1,2,8,4,3,2,5,2,2,6,2,3,5,5,5,6,6,6,88,7,7,6,6,7,7,7,7,2,2,2,7,7
IT_68697,IT,68697,0.9633024,1.0731369,1.8029006,1.9347593,59,2,2,8,7,4,1,8,6,2,4,2,4,88,0,0,0,0,6,88,2,0,8,5,6,4,5,3,2,2,1,9,10
IT_50626,IT,50626,0.9552881,1.1001722,1.8029006,1.9835011,72,1,2,10,5,4,1,10,6,2,6,1,2,5,0,7,0,0,10,0,5,0,5,5,2,3,1,3,2,2,1,9,8
IT_67241,IT,67241,0.9633024,1.2402467,1.8029006,2.2360415,55,1,2,10,88,3,2,2,8,2,5,3,4,88,3,3,2,2,4,2,3,4,5,5,5,5,5,5,2,1,3,6,88
IT_70909,IT,70909,0.91477346,1.0535129,1.8029006,1.8993791,77,1,2,88,77,3,1,0,6,3,7,1,3,9,5,5,5,5,5,77,5,10,8,8,8,0,0,0,4,4,1,6,7
IT_72235,IT,72235,0.92492074,1.087612,1.8029006,1.9608564,50,1,2,8,4,4,2,8,2,1,4,2,3,77,5,6,4,4,6,6,4,5,8,5,6,88,7,5,2,2,2,10,9
IT_61800,IT,61800,0.93809986,1.2077985,1.8029006,2.1775405,68,1,2,12,3,4,1,6,2,4,2,1,3,2,6,7,6,6,9,7,6,5,8,6,2,6,6,6,1,1,1,6,4
IT_62437,IT,62437,0.89695626,1.4589865,1.8029006,2.6304076,18,1,2,88,88,3,2,6,1,2,6,3,4,88,88,88,1,88,4,5,88,2,5,6,8,9,88,88,2,2,8,6,7
IT_84765,IT,84765,0.91409826,1.3400791,1.8029006,2.4160295,74,1,2,8,1,7,1,6,6,3,4,1,2,7,5,6,5,3,8,3,6,6,7,8,7,7,5,8,3,3,3,6,6
IT_80038,IT,80038,0.93809986,0.8533838,1.8029006,1.5385661,42,1,4,13,77,3,1,5,6,1,5,1,3,7,6,5,6,5,7,7,5,5,6,6,6,7,7,7,1,1,2,8,8
IT_69446,IT,69446,0.91473186,1.1343768,1.8029006,2.0451686,61,1,1,5,3,4,1,8,6,3,4,1,2,8,4,6,2,3,7,3,6,3,2,6,5,0,1,0,4,4,1,8,7
IT_86008,IT,86008,0.93679553,0.728124,1.8029006,1.3127352,54,1,4,13,4,4,1,5,1,2,4,1,2,1,9,8,4,4,9,8,7,1,8,7,5,8,9,9,1,1,1,7,8
IT_73440,IT,73440,0.91477346,1.0535129,1.8029006,1.8993791,64,1,2,8,7,3,1,5,6,1,6,1,2,8,7,5,5,5,8,4,8,8,5,4,5,2,2,3,3,3,1,10,9
IT_51192,IT,51192,0.92492074,0.59364146,1.8029006,1.0702765,35,2,4,13,4,3,1,2,6,2,2,1,3,4,5,7,5,4,5,4,3,4,4,4,2,3,3,3,3,3,1,8,7
IT_59490,IT,59490,0.91477346,0.81536883,1.8029006,1.470029,22,1,3,11,3,3,1,6,6,2,3,1,4,5,1,2,2,1,2,1,2,2,2,3,2,6,6,6,1,2,2,4,2
IT_52293,IT,52293,0.95501965,1.2936579,1.8029006,2.3323367,52,2,2,8,7,4,1,8,6,3,6,1,3,8,6,2,4,7,6,88,7,6,3,4,5,7,88,4,3,4,1,6,5
IT_78719,IT,78719,0.91473186,0.98153174,1.8029006,1.7696042,999,2,2,10,4,2,1,6,6,3,4,3,3,5,5,5,5,5,5,5,7,7,2,4,4,3,6,6,3,3,4,4,5
IT_77583,IT,77583,0.91473186,0.98153174,1.8029006,1.7696042,87,2,2,8,3,4,1,6,6,4,4,1,3,4,3,7,7,7,8,6,6,3,2,3,2,7,5,5,3,3,3,5,4
IT_65583,IT,65583,0.92311436,0.8397516,1.8029006,1.5139886,40,1,4,13,9,4,1,8,2,1,2,1,2,2,0,0,1,1,3,2,4,0,1,3,3,0,6,5,4,2,1,8,10
IT_52757,IT,52757,0.92991614,1.0709522,1.8029006,1.9308203,69,1,2,8,4,1,1,7,6,2,6,2,3,5,3,3,2,2,2,1,4,4,2,3,4,4,4,3,2,2,2,8,3
IT_56921,IT,56921,0.91473186,1.2586347,1.8029006,2.2691932,17,1,2,11,88,4,1,0,6,1,7,3,4,5,0,0,0,0,0,0,5,88,0,0,2,5,5,0,1,1,1,8,9
IT_85686,IT,85686,0.9341059,0.79528165,1.8029006,1.4338138,23,1,4,15,77,4,1,5,6,2,7,1,3,77,4,7,4,4,7,6,5,8,6,6,4,7,8,5,2,2,2,8,7
IT_68708,IT,68708,0.92492074,0.88036394,1.8029006,1.5872086,86,2,2,8,77,3,1,5,6,3,7,7,3,77,2,2,1,2,2,2,4,5,3,3,4,4,4,5,3,3,3,6,6
IT_60616,IT,60616,0.8810579,1.013829,1.8029006,1.8278329,18,2,2,15,10,3,1,4,6,1,4,1,4,4,6,6,6,6,6,7,5,5,7,7,7,3,4,4,3,3,2,7,7
IT_66085,IT,66085,0.93809986,1.045061,1.8029006,1.8841411,68,2,1,5,3,4,1,1,6,3,1,2,4,77,6,7,3,3,8,6,6,6,3,4,3,4,4,6,2,2,2,6,6
IT_63605,IT,63605,0.93679553,0.952193,1.8029006,1.7167094,52,2,1,10,77,4,2,6,1,2,4,2,3,9,4,5,3,3,7,6,4,6,3,4,2,7,8,6,2,2,2,8,6
IT_82789,IT,82789,2.0399725,1.6947466,1.8029006,3.0554597,46,2,6,16,9,1,1,5,6,2,4,8,2,88,8,9,8,8,9,9,88,88,0,0,0,10,10,8,1,1,8,10,9
IT_57353,IT,57353,0.9552881,0.679511,1.8029006,1.2250909,28,2,4,13,88,4,1,8,6,2,4,1,3,77,1,3,4,3,3,3,6,7,3,3,3,88,5,88,4,4,2,3,5
IT_64380,IT,64380,0.93809986,1.045061,1.8029006,1.8841411,68,2,1,8,3,4,1,9,6,2,5,1,4,6,4,6,3,3,9,5,4,4,7,6,8,4,4,5,4,3,2,7,4
IT_75510,IT,75510,0.93679553,0.79757154,1.8029006,1.4379421,33,1,4,13,77,4,1,5,6,1,6,1,3,7,2,2,0,0,3,3,5,5,0,0,0,3,3,3,3,4,3,8,5
IT_83961,IT,83961,0.89695626,1.0177078,1.8029006,1.834826,20,1,4,13,77,3,1,3,6,1,6,1,3,7,4,4,4,4,4,4,6,5,4,4,4,6,5,4,2,2,2,6,6
IT_71962,IT,71962,0.93679553,0.55641365,1.8029006,1.0031585,50,1,7,18,8,3,1,6,6,2,5,1,2,8,5,6,5,6,7,7,6,8,6,6,5,4,4,4,3,3,1,7,7
IT_79815,IT,79815,0.89695626,0.8121656,1.8029006,1.4642539,30,2,4,13,4,3,1,5,6,1,6,2,4,5,0,5,3,3,5,5,7,6,0,0,0,5,5,5,3,3,1,8,8
IT_74804,IT,74804,0.93299425,0.6247191,1.8029006,1.1263064,40,1,7,20,77,3,2,7,6,1,7,3,2,5,7,8,5,5,8,6,8,7,6,9,5,9,9,9,1,1,2,8,8
IT_64318,IT,64318,0.93679553,1.0305176,1.8029006,1.8579208,81,1,1,5,3,4,1,4,6,3,2,1,2,77,7,6,5,5,9,6,6,3,7,4,6,3,3,2,4,4,2,4,7
IT_74641,IT,74641,0.91409826,1.159518,1.8029006,2.0904956,68,2,2,8,6,4,1,5,6,3,5,1,3,3,8,8,3,4,9,7,8,7,8,8,7,8,8,7,2,2,3,7,7
IT_60995,IT,60995,0.93679553,0.89166665,1.8029006,1.6075864,78,2,2,11,4,3,1,6,6,4,4,2,3,4,0,5,4,2,7,3,3,4,5,4,4,5,5,6,2,2,2,5,7
IT_71510,IT,71510,0.91473186,0.98153174,1.8029006,1.7696042,75,2,2,13,77,3,1,10,6,4,3,2,3,9,4,8,2,3,9,2,3,5,4,5,4,3,0,5,4,4,1,5,5
IT_77677,IT,77677,0.91409826,1.4868696,1.8029006,2.6806781,15,1,2,10,77,4,1,6,6,1,6,3,3,6,7,7,7,6,8,7,88,88,7,7,3,7,6,88,2,3,3,8,6
IT_55799,IT,55799,0.93679553,0.8204243,1.8029006,1.4791435,59,2,4,13,8,3,1,7,6,2,6,1,1,7,7,6,6,7,10,6,8,7,4,7,4,4,5,5,4,3,2,9,8
IT_56918,IT,56918,0.92492074,1.017455,1.8029006,1.8343701,73,1,2,10,77,3,1,5,6,2,4,1,2,5,6,7,6,6,7,6,8,6,2,4,3,9,6,7,1,1,1,8,3
IT_69860,IT,69860,0.93679553,1.1015756,1.8029006,1.9860313,48,1,2,9,7,4,2,10,1,2,4,2,3,88,6,6,5,5,8,6,88,6,7,4,3,8,9,5,2,2,2,9,8
IT_83860,IT,83860,0.92311436,0.54840916,1.8029006,0.9887272,20,1,5,13,88,5,1,10,1,1,7,2,3,88,0,0,0,0,0,0,0,0,10,0,0,88,10,10,8,8,1,10,10
IT_74494,IT,74494,0.92492074,0.88036394,1.8029006,1.5872086,71,2,2,8,77,3,1,5,6,2,4,2,4,5,2,4,2,4,6,88,4,3,2,2,1,3,5,4,3,3,2,5,5
IT_79342,IT,79342,0.91473186,0.9019678,1.8029006,1.6261584,57,1,7,22,9,4,1,9,6,3,4,1,2,77,7,8,5,5,8,8,6,6,3,3,3,7,7,4,3,3,2,8,8
IT_85585,IT,85585,0.92311436,0.94620246,1.8029006,1.705909,74,2,4,13,4,4,1,9,6,2,4,1,3,6,4,8,3,6,8,5,6,0,3,4,4,6,6,5,2,2,2,10,10
IT_81865,IT,81865,0.93679553,0.89166665,1.8029006,1.6075864,73,2,2,8,77,4,1,7,6,2,4,1,2,8,6,5,4,4,7,7,5,6,8,7,7,6,2,2,3,2,3,8,8
IT_84986,IT,84986,0.91477346,0.9115635,1.8029006,1.6434584,80,2,2,8,77,3,1,8,6,3,4,7,4,5,5,4,5,3,88,4,4,4,5,5,4,5,5,5,3,2,2,1,3
IT_74961,IT,74961,2.0648596,2.057549,1.8029006,3.7095563,31,1,4,16,2,2,1,4,2,2,7,1,2,2,8,8,3,5,9,7,5,4,5,5,5,8,9,7,1,1,1,8,8
IT_50897,IT,50897,2.0202718,1.6439404,1.8029006,2.9638612,45,1,77,77,77,1,1,77,6,2,4,1,3,77,5,6,5,5,7,4,88,88,4,3,88,88,88,88,1,1,2,8,7
IT_67376,IT,67376,0.89695626,1.1377739,1.8029006,2.0512931,74,2,2,8,6,3,1,8,6,3,5,1,3,4,8,8,6,6,9,6,7,7,7,6,7,7,7,7,2,2,2,7,7
IT_55363,IT,55363,0.93809986,0.96156275,1.8029006,1.733602,74,2,3,12,6,1,1,6,2,4,3,2,4,4,1,5,0,0,4,2,3,1,0,3,1,8,7,7,3,3,2,5,7
IT_78771,IT,78771,0.92492074,0.5493606,1.8029006,0.9904425,49,1,7,18,77,3,1,3,6,2,6,2,3,8,3,3,3,3,3,3,5,7,2,6,4,5,5,5,2,2,2,9,8
IT_55527,IT,55527,2.0164266,1.4017485,1.8029006,2.5272133,48,1,7,18,8,1,1,6,6,2,88,1,3,6,6,6,5,5,7,7,5,6,6,3,7,6,6,6,2,2,2,7,7
IT_50771,IT,50771,0.89695626,0.8121656,1.8029006,1.4642539,24,2,4,11,77,3,2,7,6,1,4,3,4,88,7,7,0,0,7,5,9,7,7,7,7,6,6,5,2,2,1,7,7
IT_74448,IT,74448,0.91409826,1.4017804,1.8029006,2.5272706,19,2,2,8,2,4,1,0,6,2,6,3,2,77,8,5,5,0,6,6,5,6,2,0,7,10,10,6,2,2,1,8,8
IT_70315,IT,70315,0.93809986,1.2077985,1.8029006,2.1775405,79,1,2,8,5,3,1,9,6,2,5,1,2,5,6,6,5,5,7,6,5,4,0,3,2,4,1,1,4,4,2,8,8
IT_57349,IT,57349,0.93809986,1.045061,1.8029006,1.8841411,60,2,2,13,3,3,1,6,6,2,4,2,2,3,3,3,4,4,3,4,5,5,5,5,5,3,4,5,3,3,2,4,4
IT_64140,IT,64140,0.89695626,1.0177078,1.8029006,1.834826,28,1,4,13,4,3,1,2,6,1,7,2,3,6,7,7,4,4,8,7,7,8,6,7,7,7,6,6,2,2,3,9,8
IT_67030,IT,67030,0.89695626,0.7672165,1.8029006,1.3832151,39,2,3,13,88,3,1,7,6,2,5,2,4,5,0,0,0,0,8,1,8,6,7,7,7,0,0,0,2,2,2,7,7
IT_54126,IT,54126,0.92991614,1.1882628,1.8029006,2.1423197,19,1,2,13,88,5,1,5,6,2,6,3,4,88,2,5,0,0,8,5,5,2,5,5,7,6,6,5,1,1,3,7,8
IT_51300,IT,51300,0.92991614,0.92665315,1.8029006,1.6706635,62,2,2,8,2,3,1,7,6,3,4,1,4,88,4,6,3,3,10,2,5,4,2,1,1,5,5,5,2,2,1,7,8
IT_68063,IT,68063,0.92311436,0.7340687,1.8029006,1.3234528,32,2,4,14,1,4,1,7,1,2,7,2,3,88,4,5,3,3,6,4,3,4,4,6,8,0,0,0,4,4,1,5,3
IT_79203,IT,79203,1.1473416,1.5287381,1.8029006,2.756163,55,2,7,18,77,4,1,6,6,2,5,1,2,77,4,6,4,6,6,6,4,4,6,5,5,6,5,6,2,2,2,7,7
IT_83280,IT,83280,0.8810579,0.5986196,1.8029006,1.0792516,26,2,5,14,77,3,1,9,6,1,4,1,2,2,6,6,6,7,6,6,7,7,6,6,6,6,6,5,2,2,2,7,7
IT_79655,IT,79655,0.89695626,1.1152306,1.8029006,2.01065,60,1,4,16,88,3,1,6,6,2,5,1,2,77,6,6,4,3,7,7,6,6,7,7,6,8,7,7,2,2,2,7,7
IT_84045,IT,84045,0.91409826,1.1365439,1.8029006,2.0490756,66,1,4,13,7,4,1,5,6,2,5,1,3,7,4,6,5,4,7,5,7,6,3,3,3,4,4,4,3,4,2,7,7
IT_59204,IT,59204,0.92311436,0.94620246,1.8029006,1.705909,69,2,4,12,4,4,1,0,6,3,4,2,4,88,6,4,4,4,7,4,4,4,3,3,3,5,5,5,2,2,2,7,7
IT_60341,IT,60341,0.9127833,1.1319602,1.8029006,2.0408115,72,1,2,8,6,4,1,0,6,2,4,1,2,3,6,4,4,5,7,7,6,4,3,4,4,6,7,7,1,1,2,7,7
IT_82780,IT,82780,0.93679553,0.55641365,1.8029006,1.0031585,41,1,6,17,10,3,1,1,6,1,7,2,2,3,4,9,1,1,10,2,4,4,9,1,3,7,8,5,3,2,1,8,8
IT_81058,IT,81058,0.9341059,0.8891066,1.8029006,1.6029707,72,2,2,8,77,4,1,8,6,2,6,1,3,7,4,7,0,2,6,3,6,7,0,5,7,0,0,0,4,4,3,7,7
IT_68142,IT,68142,0.93679553,0.89166665,1.8029006,1.6075864,82,2,2,8,7,3,1,7,6,1,6,1,2,3,6,7,6,6,7,6,6,6,6,6,7,4,4,4,3,3,1,7,7
IT_82039,IT,82039,0.9633024,1.0731369,1.8029006,1.9347593,75,2,2,8,8,3,1,9,6,2,1,1,4,7,5,8,4,3,8,5,6,6,7,6,6,5,4,4,3,3,2,6,7
IT_63135,IT,63135,0.9127833,0.97944087,1.8029006,1.7658346,75,2,1,5,5,4,1,8,6,3,7,2,3,4,8,10,6,7,10,7,8,4,2,1,1,9,8,6,2,1,1,8,8
IT_51547,IT,51547,0.9127833,0.66045046,1.8029006,1.1907265,50,2,4,13,7,4,1,7,6,2,4,1,3,8,8,0,6,6,7,4,7,9,5,4,3,3,3,3,2,2,4,8,8
IT_84568,IT,84568,0.93299425,1.1570241,1.8029006,2.0859995,73,1,2,8,8,3,1,6,6,2,5,1,2,8,6,7,4,4,7,5,8,8,3,2,2,0,2,1,3,3,2,8,8
IT_74753,IT,74753,0.9127833,0.6991444,1.8029006,1.2604879,34,2,4,13,7,4,1,0,6,2,4,2,4,5,3,3,2,2,6,3,3,3,4,3,3,7,7,7,1,1,2,8,7
IT_57731,IT,57731,2.061061,1.2241758,1.8029006,2.2070673,44,1,6,16,7,1,1,3,6,3,6,2,3,6,2,7,0,0,7,0,3,3,3,3,2,2,4,2,3,3,2,6,6
IT_55488,IT,55488,0.9127833,1.0288072,1.8029006,1.8548371,83,2,7,17,77,4,1,9,6,2,6,1,1,5,7,8,3,2,8,7,4,3,7,6,7,7,8,6,2,2,1,8,7
IT_55200,IT,55200,0.8810579,0.8219983,1.8029006,1.4819813,70,1,4,10,5,3,1,7,6,3,6,1,3,5,3,7,2,2,7,7,4,3,4,4,4,6,6,6,2,2,2,6,6
IT_78898,IT,78898,0.9341059,0.7260335,1.8029006,1.3089663,35,1,4,13,77,4,1,0,6,1,4,2,2,5,3,4,5,4,6,4,4,5,2,5,5,7,6,8,3,2,2,7,6
IT_71343,IT,71343,0.95501965,0.98923576,1.8029006,1.7834938,46,1,4,13,7,4,1,3,6,2,5,1,3,9,7,3,5,2,9,6,2,7,5,3,6,6,4,6,3,4,1,5,6
IT_76319,IT,76319,0.9127833,0.8548718,1.8029006,1.5412489,47,2,6,18,77,4,1,0,6,2,4,2,2,3,7,7,7,6,6,6,7,6,6,7,7,7,7,7,1,1,3,7,7
IT_82573,IT,82573,0.89695626,1.0468682,1.8029006,1.8873993,75,2,4,13,7,1,1,6,6,3,3,1,2,6,6,6,5,5,7,6,6,6,5,4,4,5,5,4,2,3,2,7,7
IT_67927,IT,67927,0.93679553,0.6012631,1.8029006,1.0840176,53,2,3,15,5,4,1,6,6,2,6,2,2,5,5,4,3,4,5,5,5,5,3,4,5,4,3,5,3,3,2,6,7
IT_80895,IT,80895,0.89695626,1.4589865,1.8029006,2.6304076,16,1,2,11,88,3,2,7,6,1,7,3,4,88,7,7,4,4,7,7,7,88,4,4,5,10,10,7,1,1,2,4,6
IT_71696,IT,71696,0.93679553,0.77826095,1.8029006,1.4031271,35,2,7,18,77,3,1,3,6,1,6,1,2,77,5,7,2,0,9,6,6,4,4,2,7,88,4,4,2,8,3,8,9
IT_84049,IT,84049,0.92492074,0.65100586,1.8029006,1.1736989,29,2,7,22,5,4,1,3,1,2,5,1,3,2,5,7,5,6,5,8,6,2,3,2,3,10,8,10,1,1,2,6,8
IT_63205,IT,63205,0.89695626,0.606754,1.8029006,1.0939171,29,1,7,20,3,3,1,3,6,1,6,1,2,2,6,6,6,6,6,6,7,5,8,8,8,7,6,6,2,2,1,7,7
IT_67500,IT,67500,0.92492074,1.087612,1.8029006,1.9608564,54,1,2,8,4,4,2,8,6,2,7,3,3,88,88,88,88,88,88,88,88,88,4,4,4,8,8,8,2,2,2,6,6
IT_59617,IT,59617,2.0399725,1.9416995,1.8029006,3.5006912,86,2,2,8,77,1,1,8,6,3,4,2,4,77,0,0,0,0,6,0,2,5,5,5,0,2,0,0,3,4,3,7,7
IT_53020,IT,53020,0.9341059,0.5995369,1.8029006,1.0809054,43,2,4,13,6,4,1,5,6,2,4,2,3,3,5,5,2,1,8,5,4,2,5,7,5,7,8,6,2,2,1,10,8
IT_55530,IT,55530,2.0399725,1.7865618,1.8029006,3.2209935,61,2,3,11,77,1,1,1,1,3,6,1,2,10,5,0,2,5,5,0,5,8,0,0,0,0,0,0,4,3,4,9,9
IT_84729,IT,84729,2.0202718,2.1498382,1.8029006,3.8759446,43,2,2,88,77,1,1,5,6,2,4,1,4,88,4,7,3,3,8,5,4,5,1,4,7,88,7,7,1,1,2,9,8
IT_56079,IT,56079,0.9552881,0.9330749,1.8029006,1.6822413,63,1,4,14,77,4,1,5,2,2,6,1,2,88,4,8,3,3,9,5,6,4,6,5,7,5,7,4,2,2,2,8,8
IT_72925,IT,72925,2.0399725,1.5855678,1.8029006,2.8586211,41,1,4,13,77,1,1,0,6,2,6,7,4,77,0,0,0,0,2,0,5,5,6,6,5,0,0,0,4,4,5,9,10
IT_81643,IT,81643,0.93299425,0.91997546,1.8029006,1.6586243,63,1,7,18,10,3,1,3,6,2,5,2,3,4,0,6,0,0,7,1,5,4,2,2,2,7,7,7,2,2,1,8,7
IT_70733,IT,70733,0.91477346,0.74437153,1.8029006,1.3420279,46,1,4,13,77,3,1,5,6,2,6,1,3,88,5,9,5,5,6,6,5,0,0,0,0,5,0,0,3,3,1,6,4
IT_85954,IT,85954,0.9127833,0.9011856,1.8029006,1.624748,68,2,4,15,77,4,1,8,1,2,4,1,1,9,5,7,4,6,6,5,7,6,2,1,2,4,3,3,3,2,2,7,6
IT_63200,IT,63200,0.93679553,0.8739996,1.8029006,1.5757344,59,1,4,18,8,4,1,0,6,3,4,1,3,3,7,8,5,4,7,6,3,4,6,6,1,8,4,5,2,2,2,6,8
IT_77159,IT,77159,0.92492074,1.0643016,1.8029006,1.91883,27,2,2,8,77,3,1,77,6,2,6,1,4,77,6,5,6,6,7,6,7,6,7,7,7,5,5,77,3,7,2,8,8
IT_53844,IT,53844,0.92991614,0.6614636,1.8029006,1.1925532,24,2,4,13,77,3,1,6,2,2,7,1,2,77,5,7,4,4,7,6,6,5,7,6,6,8,8,6,1,2,1,8,8
IT_56632,IT,56632,0.91409826,0.7818789,1.8029006,1.40965,50,2,4,13,77,3,1,5,6,2,4,1,3,77,6,4,2,0,10,5,6,0,7,7,3,0,5,10,2,3,1,8,7
IT_55777,IT,55777,2.0488539,2.0202649,1.8029006,3.6423366,58,1,7,18,88,1,2,10,6,3,4,3,3,5,6,6,5,4,6,6,6,6,8,6,6,6,6,6,2,2,2,6,7
IT_72808,IT,72808,0.95501965,0.64603156,1.8029006,1.1647307,33,1,7,19,1,3,2,5,6,1,6,3,2,3,4,4,6,6,8,7,6,6,5,4,6,7,7,8,3,2,2,7,7
IT_70788,IT,70788,2.0164266,2.5961385,1.8029006,4.6805797,61,1,2,10,4,1,1,6,6,1,4,1,4,5,4,7,4,4,8,6,5,5,4,4,4,4,4,4,3,3,3,7,7
IT_73114,IT,73114,0.92492074,1.017455,1.8029006,1.8343701,76,1,2,8,5,4,1,6,6,2,7,1,2,4,2,4,2,2,4,2,6,6,2,2,2,4,4,4,2,2,2,6,8
IT_68152,IT,68152,2.0488539,2.3092837,1.8029006,4.163409,62,2,5,13,8,1,1,3,6,2,5,1,2,6,4,6,4,3,6,6,3,3,4,7,6,7,8,5,1,1,1,8,8
IT_62568,IT,62568,0.91473186,0.9620842,1.8029006,1.7345421,73,1,3,11,6,4,1,5,6,3,4,1,3,5,0,4,0,0,4,4,0,0,0,0,0,1,1,0,2,2,2,10,10
IT_82520,IT,82520,0.9127833,0.66045046,1.8029006,1.1907265,49,2,3,10,77,4,1,3,6,2,5,7,2,8,8,6,4,4,8,6,5,4,3,6,1,8,8,6,2,2,1,7,8
IT_70364,IT,70364,2.061061,1.4003522,1.8029006,2.5246959,25,2,4,18,6,1,1,0,6,2,5,2,4,5,2,4,2,1,4,1,3,2,2,2,2,2,4,2,3,3,1,6,7
IT_77467,IT,77467,0.9633024,1.0731369,1.8029006,1.9347593,82,2,1,5,77,1,1,6,6,3,1,2,4,5,6,3,3,3,3,6,5,5,5,5,8,5,2,3,3,3,1,7,6
IT_67849,IT,67849,0.9633024,0.9873955,1.8029006,1.7801759,72,2,3,11,9,3,1,8,6,2,6,1,4,0,0,6,0,0,10,0,0,88,6,4,7,0,0,2,4,3,2,6,6
IT_50415,IT,50415,0.93679553,0.89166665,1.8029006,1.6075864,70,2,2,8,77,4,1,7,6,3,5,1,3,77,3,6,2,1,8,4,7,6,4,5,3,6,6,6,3,3,1,7,7
IT_74676,IT,74676,0.93299425,1.0011278,1.8029006,1.804934,76,2,2,8,10,3,1,6,6,2,6,1,4,8,9,9,4,7,9,8,8,8,4,2,2,2,3,1,3,3,1,8,8
IT_60859,IT,60859,0.93299425,1.1570241,1.8029006,2.0859995,75,1,2,14,88,3,1,7,6,4,2,2,4,3,1,7,0,2,7,2,2,2,2,2,1,2,3,2,2,2,1,6,6
IT_59368,IT,59368,0.89695626,1.0468682,1.8029006,1.8873993,70,2,3,7,88,4,1,8,6,3,4,1,4,7,0,1,2,0,9,0,3,1,7,7,6,5,3,0,3,3,2,10,10
IT_76256,IT,76256,0.9552881,0.7039315,1.8029006,1.2691185,31,2,6,16,8,3,1,7,6,2,5,1,3,5,6,6,6,6,8,6,5,5,7,6,5,5,6,5,2,2,2,8,8
IT_66650,IT,66650,0.93679553,0.6364895,1.8029006,1.1475273,26,2,4,14,77,4,1,8,2,1,5,1,3,8,6,8,0,0,10,5,5,4,7,8,6,8,3,7,3,2,1,10,10
IT_74314,IT,74314,0.91473186,1.048158,1.8029006,1.8897247,42,2,2,14,88,3,2,6,6,2,4,2,4,6,3,6,0,0,7,0,1,1,1,2,2,2,3,2,3,3,2,2,2
IT_52452,IT,52452,0.8810579,0.73195595,1.8029006,1.3196439,40,2,7,21,77,3,1,7,6,1,6,1,3,77,5,6,5,5,6,7,5,5,5,5,5,5,5,5,2,2,2,7,9
IT_52250,IT,52250,0.9187662,0.7290178,1.8029006,1.3143467,30,2,7,18,8,4,1,7,6,2,5,1,3,2,3,6,5,5,7,7,3,3,6,6,5,6,6,6,2,1,2,9,9
ES_80879,ES,80879,0.970378,1.0563061,2.2531533,2.3800197,67,1,6,14,5,3,1,6,2,2,7,1,1,4,8,8,7,7,8,8,8,6,8,8,7,10,10,9,1,1,1,8,8
ES_72215,ES,72215,1.0012964,0.92570555,2.2531533,2.0857565,74,1,2,12,77,1,1,0,6,2,6,1,3,1,2,1,0,0,9,2,8,2,9,9,4,2,6,3,3,3,2,7,9
ES_65128,ES,65128,1.1356705,1.2944407,2.2531533,2.9165733,82,1,2,9,5,4,1,5,6,1,7,1,1,10,0,4,0,0,10,0,0,0,7,8,2,3,6,6,2,2,5,8,8
ES_79951,ES,79951,0.9195803,1.1120565,2.2531533,2.5056336,65,1,5,25,5,3,1,2,2,2,6,1,3,2,5,2,2,1,6,7,6,7,8,8,6,7,7,7,1,1,2,8,8
ES_75603,ES,75603,0.8954821,0.6783662,2.2531533,1.528463,71,2,7,17,3,3,2,6,6,2,4,1,2,5,6,8,4,7,9,9,8,4,6,7,5,8,9,8,2,2,1,8,9
ES_56557,ES,56557,0.8972351,0.7403541,2.2531533,1.6681314,56,2,1,8,5,4,1,7,6,2,6,1,4,5,5,6,2,2,9,8,6,3,6,8,2,7,8,5,3,3,2,7,8
ES_54408,ES,54408,1.1055517,0.9179713,2.2531533,2.06833,41,2,5,15,7,3,1,1,2,2,7,1,3,5,3,3,0,0,7,4,5,3,7,7,5,8,10,8,1,1,2,10,10
ES_61100,ES,61100,0.7958557,0.7357742,2.2531533,1.6578121,57,1,2,9,8,3,1,8,1,3,4,1,1,6,0,5,0,0,7,0,3,0,7,8,4,6,3,3,2,2,2,8,8
ES_76227,ES,76227,0.9166024,1.3224945,2.2531533,2.9797828,50,1,6,20,8,1,1,6,2,3,6,1,2,7,10,10,5,5,10,10,10,0,5,2,2,8,10,8,1,3,3,8,7
ES_81999,ES,81999,1.0012964,0.7952474,2.2531533,1.7918142,47,2,5,17,7,1,1,8,1,3,3,1,2,10,1,1,0,0,8,2,6,0,3,6,0,5,6,3,2,2,1,8,9
ES_79983,ES,79983,0.9195803,1.0819687,2.2531533,2.4378412,42,2,6,24,6,3,1,6,6,3,4,1,2,5,6,6,5,5,8,5,5,5,5,6,4,5,7,5,3,3,2,9,9
ES_61574,ES,61574,1.107322,0.98243886,2.2531533,2.2135854,42,2,1,16,3,4,1,4,6,3,6,1,4,5,6,7,5,5,7,6,5,5,6,6,3,6,6,2,2,2,4,7,7
