unique_id,cntry,idno,dweight,pspwght,pweight,anweight,agea,gndr,eisced,eduyrs,hinctnta,domicil,brncntr,rlgdgr,uemp12m,health,sclmeet,vote,polintr,lrscale,trstprl,trstlgl,trstplt,trstprt,trstplc,trstep,stfdem,stfgov,ppltrst,pplfair,pplhlp,imbgeco,imueclt,imwbcnt,imdfetn,impcntr,gincdif,happy,stflife
SE_65697,SE,65697,0.9995642,0.79722047,0.7067043,0.56339914,80,1,1,7,3,4,2,1,6,1,4,1,2,3,5,6,2,3,6,5,7,1,6,8,7,6,7,6,2,2,1,8,8
SE_80914,SE,80914,1.0000579,0.73427373,0.7067043,0.5189144,63,1,3,11,9,3,1,5,6,2,6,1,2,7,7,8,6,6,9,6,8,7,7,7,6,2,6,5,2,2,3,8,8
SE_56633,SE,56633,1.0003107,0.6900926,0.7067043,0.48769143,56,2,7,17,9,3,1,8,6,1,4,1,1,2,5,6,6,6,6,88,7,0,8,10,8,9,10,10,1,1,2,9,9
SE_56191,SE,56191,0.9987055,1.0862302,0.7067043,0.7676435,42,2,7,20,3,2,1,6,2,3,4,1,1,4,4,7,6,6,7,5,6,0,2,4,5,7,7,8,1,1,1,3,3
SE_70934,SE,70934,1.0000579,0.73427373,0.7067043,0.5189144,66,1,55,13,7,5,1,5,6,3,2,1,3,3,3,3,3,3,3,2,3,4,3,3,2,4,3,5,2,2,2,3,4
SE_62931,SE,62931,1.0000579,0.7934277,0.7067043,0.5607188,68,2,4,13,4,3,2,3,6,1,4,1,3,4,4,7,5,5,8,5,5,4,5,5,5,7,7,7,2,1,2,8,9
SE_85079,SE,85079,1.0003107,0.6900926,0.7067043,0.48769143,81,2,5,12,6,3,1,8,6,1,7,1,1,2,10,9,9,7,10,9,10,5,8,8,10,10,10,10,2,2,1,10,10
SE_58132,SE,58132,1.0012727,0.5340595,0.7067043,0.37742215,51,2,7,17,8,3,1,3,6,2,6,1,2,5,5,7,4,6,8,7,7,4,9,9,8,9,9,9,2,2,2,9,9
SE_59632,SE,59632,0.99926,1.4008552,0.7067043,0.9899904,72,2,2,9,6,1,1,1,6,1,6,1,2,5,5,4,4,5,5,5,4,4,7,7,5,8,9,9,2,2,2,8,8
SE_80044,SE,80044,1.0076543,0.88381577,0.7067043,0.6245964,20,2,4,13,7,3,1,0,6,4,6,1,3,1,5,2,2,3,1,5,7,5,8,5,3,5,10,8,2,2,2,8,8
SE_57955,SE,57955,0.9994784,1.6331354,0.7067043,1.1541438,51,2,5,13,5,4,1,0,8,2,4,2,4,4,8,8,6,5,8,5,10,4,7,7,6,4,6,6,2,2,2,7,7
SE_67026,SE,67026,1.0012727,0.51668376,0.7067043,0.36514264,40,1,6,15,7,3,1,2,6,1,6,1,1,10,9,10,8,8,9,7,9,7,7,8,7,5,4,6,3,3,4,9,8
SE_85595,SE,85595,0.9987055,0.85015297,0.7067043,0.6008068,55,2,6,16,7,2,1,0,6,1,6,1,3,6,4,5,3,3,5,88,8,3,4,4,6,8,9,8,2,2,2,7,7
SE_65486,SE,65486,0.9995642,1.5085531,0.7067043,1.066101,24,1,4,15,4,3,1,0,6,2,6,1,1,6,8,6,4,7,8,9,7,6,7,9,7,9,9,5,1,2,3,8,7
SE_52744,SE,52744,0.9987055,1.0862302,0.7067043,0.7676435,37,2,7,18,10,2,2,0,6,2,4,1,2,2,6,6,5,5,5,6,8,6,6,5,4,8,10,10,2,2,2,7,8
SE_63747,SE,63747,0.9995642,0.57413065,0.7067043,0.40574062,71,1,5,10,3,3,1,0,6,2,5,1,1,6,4,2,2,4,2,2,6,6,5,7,7,1,5,5,2,3,2,9,10
SE_75731,SE,75731,1.0003107,0.7980901,0.7067043,0.5640137,74,1,1,11,6,4,1,4,6,3,4,1,2,8,4,3,4,3,3,2,3,4,3,2,2,1,1,2,2,3,1,9,9
SE_54963,SE,54963,0.9995642,0.8055989,0.7067043,0.5693202,70,2,5,13,4,2,2,10,6,3,3,1,4,88,1,7,88,1,5,0,4,88,6,8,5,10,10,9,2,2,1,10,10
SE_50610,SE,50610,1.0000579,1.2597666,0.7067043,0.89028245,47,1,5,14,2,1,2,10,1,3,4,1,1,0,0,10,5,5,10,5,7,0,1,1,0,1,0,0,1,4,1,5,0
SE_66130,SE,66130,0.9995642,0.57413065,0.7067043,0.40574062,83,1,5,12,4,2,1,10,6,2,6,1,1,6,8,8,6,5,8,5,8,6,3,8,8,8,8,8,2,2,2,7,8
SE_77013,SE,77013,0.9987055,0.85015297,0.7067043,0.6008068,61,2,7,19,8,2,2,0,6,2,7,1,3,9,5,4,2,4,10,1,4,6,8,8,6,5,6,3,2,2,1,8,7
SE_79569,SE,79569,0.9995642,1.5080336,0.7067043,1.0657339,24,1,4,12,4,3,1,1,6,2,7,1,3,8,4,6,2,6,9,5,7,2,7,7,5,5,7,4,2,2,4,6,6
SE_84312,SE,84312,0.99926,0.7055505,0.7067043,0.49861556,77,1,3,13,5,4,1,0,6,2,6,1,2,4,8,10,7,5,10,8,7,2,9,7,7,5,7,6,8,8,2,7,9
SE_58540,SE,58540,0.9994784,0.7425164,0.7067043,0.52473956,85,1,4,9,6,3,1,0,2,3,3,1,2,5,6,9,6,6,9,5,8,3,5,5,5,5,8,5,3,2,3,7,7
SE_59305,SE,59305,0.9987055,1.358792,0.7067043,0.96026415,31,2,4,12,8,5,1,1,2,2,2,1,3,5,1,5,1,0,8,3,2,2,2,5,2,5,4,4,2,2,2,8,9
SE_68207,SE,68207,0.99926,0.54333806,0.7067043,0.38397935,58,1,7,18,10,3,1,0,6,1,3,1,2,6,8,9,6,7,8,7,9,3,8,8,7,6,6,6,7,7,2,8,8
SE_59102,SE,59102,1.0000579,1.2597666,0.7067043,0.89028245,46,1,4,13,10,3,1,2,6,1,6,1,1,7,8,6,4,5,6,6,8,7,7,7,7,2,6,3,3,3,4,8,8
SE_74010,SE,74010,1.0076543,0.46055713,0.7067043,0.32547772,75,1,7,19,6,3,1,0,2,2,7,1,1,2,10,9,6,6,8,6,9,2,8,8,6,9,10,7,2,2,1,9,10
SE_52249,SE,52249,1.0000579,1.2597666,0.7067043,0.89028245,54,1,3,11,9,3,1,10,6,1,6,1,3,7,8,9,8,8,9,7,9,7,8,8,7,8,9,9,1,1,2,9,9
SE_84231,SE,84231,1.0000579,1.0149858,0.7067043,0.7172948,28,1,7,17,9,3,1,0,6,1,5,1,2,3,8,9,8,7,9,6,7,4,7,4,6,6,5,5,2,2,2,8,8
SE_58247,SE,58247,0.9995642,0.68934065,0.7067043,0.48716,62,2,5,14,6,5,1,1,6,2,5,1,3,2,8,8,7,7,8,5,8,7,8,8,5,9,10,7,2,2,2,10,10
SE_60384,SE,60384,0.9995642,0.88076353,0.7067043,0.6224394,50,2,6,15,9,3,2,2,1,2,3,1,4,3,6,5,4,4,5,5,4,4,5,5,3,3,4,10,2,2,2,8,8
SE_72106,SE,72106,1.0000579,0.678926,0.7067043,0.47979993,55,2,6,16,10,3,1,0,6,1,5,1,2,7,10,9,7,8,9,9,9,7,7,7,8,3,7,6,2,3,3,10,10
SE_81970,SE,81970,1.0003107,0.74635196,0.7067043,0.52745014,74,1,5,13,6,5,1,5,2,3,4,1,2,5,6,6,5,5,6,5,7,5,5,8,7,7,8,7,2,2,2,8,7
SE_85186,SE,85186,1.0000579,0.678926,0.7067043,0.47979993,60,2,7,16,8,4,1,5,6,2,4,1,2,5,9,9,7,8,9,8,7,2,9,9,8,8,8,7,2,2,2,9,9
SE_61727,SE,61727,0.9994784,1.0973015,0.7067043,0.7754677,15,2,55,8,88,3,2,6,6,2,7,3,3,5,5,6,4,4,9,5,6,5,4,7,3,7,7,6,1,1,2,7,7
SE_68721,SE,68721,1.0012727,0.9144128,0.7067043,0.6462195,28,1,4,12,4,3,1,0,6,1,7,1,1,8,3,2,2,5,7,5,5,7,3,5,5,3,2,3,2,3,4,8,8
SE_67416,SE,67416,0.9994784,0.7425164,0.7067043,0.52473956,69,1,4,12,3,3,1,2,1,3,4,1,2,8,2,0,1,2,7,0,7,1,3,0,2,1,2,1,3,2,2,6,4
SE_57338,SE,57338,0.99926,0.54333806,0.7067043,0.38397935,65,1,5,14,5,3,1,3,6,2,3,1,2,5,10,8,7,7,8,6,10,4,8,8,7,8,9,8,2,2,2,8,9
SE_76622,SE,76622,0.9994784,0.8023333,0.7067043,0.56701237,56,2,5,12,7,3,1,7,6,1,7,1,2,6,8,8,7,7,8,8,9,7,8,8,6,6,10,7,2,2,3,9,8
SE_72288,SE,72288,1.0012727,0.7755936,0.7067043,0.5481153,50,1,5,12,7,4,1,5,6,2,7,1,2,3,5,7,5,5,7,5,7,5,7,5,6,5,4,4,2,2,2,8,8
SE_71148,SE,71148,0.9987055,1.83588,0.7067043,1.2974243,34,2,5,15,10,2,2,0,6,1,5,1,2,4,8,8,3,3,8,5,8,7,6,7,5,8,10,10,1,1,2,8,8
SE_58523,SE,58523,0.9994784,0.79398876,0.7067043,0.56111526,76,1,2,11,6,4,1,2,6,4,6,1,1,8,5,4,4,3,8,3,4,6,6,6,4,5,5,4,2,3,2,6,6
SE_51259,SE,51259,0.9987055,0.7080658,0.7067043,0.50039315,78,1,6,16,4,2,2,2,6,4,6,1,3,10,7,5,3,3,9,2,8,3,3,2,8,5,2,8,2,2,2,8,8
SE_79034,SE,79034,1.0000579,0.678926,0.7067043,0.47979993,62,2,7,18,9,5,1,5,6,2,4,1,2,3,6,6,5,5,6,4,5,4,8,8,8,7,10,6,1,1,1,8,9
SE_71596,SE,71596,0.9995642,0.88076353,0.7067043,0.6224394,37,2,6,17,8,3,1,2,6,1,7,1,2,1,8,5,5,5,7,6,8,6,7,9,8,7,8,7,1,1,2,9,9
SE_81646,SE,81646,0.9987055,0.7080658,0.7067043,0.50039315,75,1,6,16,5,2,1,5,2,1,6,1,2,4,7,8,4,4,8,6,4,1,8,8,6,9,8,8,1,1,1,8,8
SE_81209,SE,81209,1.0003107,0.806478,0.7067043,0.5699415,80,2,4,15,7,3,1,7,1,2,4,1,2,10,8,5,4,6,5,6,8,7,7,7,5,6,8,7,3,3,2,9,9
SE_63816,SE,63816,1.0000579,0.73427373,0.7067043,0.5189144,73,1,5,13,5,3,1,5,6,2,6,1,1,1,9,9,7,8,9,7,8,1,9,8,8,8,8,8,2,2,1,9,9
SE_63047,SE,63047,0.9995642,1.0305582,0.7067043,0.7282999,30,1,7,20,10,3,2,0,6,1,7,1,1,2,7,8,4,4,6,8,5,0,8,8,7,7,7,5,1,1,1,8,8
SE_61611,SE,61611,1.0000579,0.8674552,0.7067043,0.6130343,41,2,6,17,7,1,1,4,6,1,5,1,1,4,10,9,6,7,9,7,8,5,10,9,7,6,8,7,2,2,2,7,8
SE_59775,SE,59775,0.9995642,0.88076353,0.7067043,0.6224394,43,2,7,20,6,2,2,5,6,1,6,2,3,2,3,7,2,2,8,3,3,3,5,5,7,10,8,10,1,1,2,6,6
SE_63255,SE,63255,0.99926,0.65236825,0.7067043,0.46103144,81,2,5,17,2,4,1,5,6,2,6,1,2,5,8,8,7,7,8,8,8,7,8,8,9,5,8,6,2,2,3,8,9
SE_72181,SE,72181,1.0000579,0.7934277,0.7067043,0.5607188,60,2,3,11,9,2,1,0,2,3,5,2,4,5,8,8,8,8,8,8,5,5,4,6,7,2,5,2,3,3,3,10,10
SE_59067,SE,59067,0.9987055,0.85015297,0.7067043,0.6008068,77,2,7,21,4,1,1,0,2,2,4,1,1,5,4,6,1,3,2,2,3,3,2,6,3,0,3,0,3,3,4,3,3
SE_52089,SE,52089,1.0003107,1.1029694,0.7067043,0.77947325,15,2,55,9,88,3,2,4,6,3,4,3,3,5,4,4,5,2,3,4,7,4,3,4,4,6,5,5,2,2,2,5,6
SE_53392,SE,53392,1.0003107,0.8817231,0.7067043,0.6231175,37,2,7,19,10,3,1,0,6,1,6,1,2,4,8,8,6,7,7,6,9,3,7,7,6,6,8,5,2,2,3,8,8
SE_68960,SE,68960,1.0003107,1.2804884,0.7067043,0.90492666,53,1,4,12,8,3,1,1,2,2,5,1,2,7,6,8,3,3,9,88,6,3,3,8,8,5,5,4,2,2,1,8,9
SE_63258,SE,63258,0.9987055,0.85015297,0.7067043,0.6008068,72,2,6,14,5,2,1,8,6,3,6,1,2,8,9,8,7,5,8,9,8,6,4,7,3,5,8,8,2,2,2,7,8
SE_78257,SE,78257,1.0000579,0.56545603,0.7067043,0.39961022,57,1,6,15,8,3,1,8,6,1,5,1,2,6,8,8,6,7,8,7,8,5,9,8,7,8,8,8,1,1,2,9,9
SE_63299,SE,63299,1.0003107,1.2804884,0.7067043,0.90492666,54,1,5,12,6,2,1,0,2,2,4,1,2,2,8,8,5,7,7,3,6,2,8,8,5,7,6,8,1,1,2,10,9
SE_57355,SE,57355,0.9995642,1.48025,0.7067043,1.0460991,89,2,1,88,1,1,1,4,6,1,5,1,2,5,4,6,3,4,8,88,5,3,4,8,4,5,5,5,1,1,3,5,6
SE_66095,SE,66095,0.9994784,2.983102,0.7067043,2.108171,16,2,2,9,88,3,1,3,6,1,6,3,3,5,7,6,5,6,7,8,9,7,6,7,7,5,7,6,2,2,3,8,8
SE_75232,SE,75232,0.99926,0.97528255,0.7067043,0.6892364,31,1,7,18,8,2,1,0,6,1,5,1,1,4,4,8,3,3,10,3,3,3,8,8,7,3,7,5,2,2,2,10,10
SE_77657,SE,77657,0.99926,0.754462,0.7067043,0.53318155,82,1,2,10,3,3,1,1,6,4,6,1,1,7,3,5,3,3,7,2,3,2,4,6,6,7,6,4,2,3,2,7,5
SE_66792,SE,66792,0.9995642,0.57413065,0.7067043,0.40574062,56,1,7,17,10,2,1,2,2,1,6,1,2,2,10,9,5,5,10,4,8,3,7,7,8,10,10,10,1,1,4,9,9
SE_53918,SE,53918,0.9987055,1.5774845,0.7067043,1.1148151,39,1,4,13,3,2,1,2,2,2,4,1,2,6,8,7,6,5,7,5,8,5,9,8,7,7,8,9,3,3,4,6,4
SE_78893,SE,78893,1.0003107,0.7980901,0.7067043,0.5640137,81,1,1,8,6,3,1,0,2,3,4,1,2,3,5,8,5,5,7,7,5,3,5,8,7,7,7,7,2,2,4,7,7
SE_53971,SE,53971,0.99926,3.7577755,0.7067043,2.655636,19,1,2,11,9,3,1,5,6,2,7,1,1,5,0,0,0,2,0,0,5,2,5,4,6,0,0,0,3,3,2,4,4
SE_66663,SE,66663,0.9987055,1.859834,0.7067043,1.3143526,19,1,4,12,10,2,1,0,6,1,7,1,1,4,8,9,7,8,9,8,9,8,7,7,8,8,8,7,2,2,2,9,8
SE_84048,SE,84048,0.9987055,0.7080658,0.7067043,0.50039315,60,1,5,16,10,1,1,5,8,1,6,1,2,6,9,9,8,7,8,8,8,5,6,5,6,10,10,10,1,1,2,9,8
SE_61354,SE,61354,0.9994784,0.7425164,0.7067043,0.52473956,73,1,3,10,4,3,2,10,6,2,5,1,2,10,6,6,5,5,5,4,8,5,6,5,5,8,8,7,2,1,1,9,7
SE_53922,SE,53922,1.0012727,0.41798997,0.7067043,0.2953953,84,2,5,14,1,3,1,8,6,3,7,1,2,3,6,7,4,2,8,6,6,2,4,7,8,8,8,8,1,1,2,8,8
SE_60896,SE,60896,0.9987055,1.358792,0.7067043,0.96026415,19,2,4,12,7,2,1,1,2,3,3,1,3,5,7,6,4,3,8,5,7,6,7,6,5,7,5,5,1,1,3,6,7
SE_76425,SE,76425,1.0000579,0.8674552,0.7067043,0.6130343,45,2,7,18,8,3,2,5,1,2,4,1,2,6,8,8,6,5,8,6,7,5,8,5,6,5,5,3,3,3,8,77,8
SE_56343,SE,56343,0.99926,0.54333806,0.7067043,0.38397935,62,1,6,15,10,3,1,5,2,1,6,1,2,8,9,8,7,7,7,8,9,7,7,5,8,8,7,7,1,2,2,9,9
SE_77958,SE,77958,1.0076543,0.59805554,0.7067043,0.42264843,73,1,3,11,4,3,1,3,2,2,6,1,1,5,8,7,7,7,7,6,6,3,5,8,7,5,5,6,2,2,2,7,7
SE_57549,SE,57549,1.0000579,0.7851742,0.7067043,0.554886,78,1,1,8,3,5,1,1,6,1,7,1,2,3,8,8,6,6,7,5,7,7,8,7,7,8,8,7,1,1,1,8,8
SE_61410,SE,61410,1.0000579,1.4852499,0.7067043,1.0496324,24,1,4,12,5,2,1,0,2,2,6,1,3,8,3,2,2,3,6,5,1,5,3,3,5,2,3,5,2,2,2,2,4
SE_71327,SE,71327,0.99926,0.54333806,0.7067043,0.38397935,56,1,7,20,77,3,1,0,2,2,5,1,2,8,8,7,5,6,6,8,5,5,6,6,6,3,4,3,2,2,3,8,8
SE_67472,SE,67472,0.9987055,1.0508887,0.7067043,0.74266756,54,1,6,16,10,1,1,2,6,1,4,1,2,5,8,7,6,6,7,6,7,5,7,7,6,7,9,7,2,2,3,7,8
SE_61064,SE,61064,1.0003107,0.6900926,0.7067043,0.48769143,72,2,7,18,7,3,1,3,2,1,5,1,1,4,9,7,7,7,9,5,9,3,8,9,8,7,8,5,2,2,3,8,8
SE_67380,SE,67380,0.99926,1.4087696,0.7067043,0.99558353,34,2,6,16,9,1,2,6,6,2,7,1,3,5,6,8,5,5,6,7,8,3,8,7,7,6,9,6,2,2,2,9,9
SE_84276,SE,84276,1.0000579,0.678926,0.7067043,0.47979993,68,2,7,18,10,1,2,10,1,2,6,1,1,5,7,8,4,4,9,4,6,4,2,4,2,4,5,5,2,2,3,9,5
SE_70633,SE,70633,1.0000579,0.8674552,0.7067043,0.6130343,53,2,55,14,9,2,2,6,1,2,7,1,2,9,8,5,3,6,7,7,6,7,8,7,5,9,9,5,1,1,3,8,9
SE_74500,SE,74500,1.0003107,0.5747569,0.7067043,0.40618318,64,1,6,15,9,4,1,5,2,1,4,1,2,4,6,6,6,6,7,7,8,4,7,6,7,8,10,9,2,2,3,8,8
GB_75783,GB,75783,1.1424241,1.6587104,3.3242688,5.513999,31,2,5,12,6,3,1,5,6,1,6,1,4,5,7,0,5,5,9,5,7,8,7,8,9,6,7,8,1,1,1,9,10
GB_75092,GB,75092,1.1424241,1.5100529,3.3242688,5.0198216,26,2,6,18,7,3,1,1,6,2,6,1,2,4,7,8,3,5,8,5,8,6,5,8,7,7,9,8,1,1,2,8,8
GB_63025,GB,63025,0.59915686,0.4357889,3.3242688,1.4486794,80,1,1,11,77,1,1,4,2,3,6,1,3,5,1,5,1,1,5,5,2,1,8,8,8,7,7,6,2,2,2,7,7
GB_51306,GB,51306,0.57121205,0.8153531,3.3242688,2.7104528,22,1,1,18,1,2,2,8,6,2,7,2,2,88,5,5,5,5,8,4,6,8,10,10,0,5,10,8,1,1,4,8,10
GB_83007,GB,83007,0.57121205,0.7592453,3.3242688,2.5239353,34,1,5,13,1,3,2,4,1,3,6,2,3,5,6,8,5,5,8,6,6,5,7,7,6,6,6,5,2,2,1,6,6
GB_61132,GB,61132,0.57121205,0.8293552,3.3242688,2.7569995,24,2,2,88,7,4,1,2,6,2,3,2,4,88,1,2,3,2,8,88,88,88,5,6,7,88,88,88,3,3,2,4,3
GB_58266,GB,58266,1.1983137,1.0682639,3.3242688,3.5511963,45,1,7,18,10,3,1,6,6,1,6,1,2,4,6,7,4,4,9,6,5,2,8,8,7,7,9,8,1,1,2,9,8
GB_75626,GB,75626,1.7136363,2.174132,3.3242688,7.2273993,17,1,2,11,9,4,1,0,6,1,7,3,3,88,5,7,5,4,9,88,7,4,8,5,4,9,6,4,3,3,4,8,8
GB_85165,GB,85165,1.1424241,1.1546694,3.3242688,3.8384314,42,1,6,18,9,2,2,5,2,3,3,1,2,2,1,7,1,1,5,1,7,1,3,3,3,8,8,8,1,1,3,5,5
GB_61859,GB,61859,1.1424241,0.86816347,3.3242688,2.8860087,43,1,7,16,7,2,2,3,6,1,3,1,3,5,5,4,2,2,5,5,4,6,2,6,4,7,7,7,2,2,2,8,9
GB_65562,GB,65562,1.7136363,1.4182612,3.3242688,4.714681,82,2,4,12,2,3,1,0,6,3,5,1,2,3,88,5,88,88,6,88,5,4,6,5,6,8,8,88,8,2,3,7,7
GB_60999,GB,60999,0.57121205,0.6156169,3.3242688,2.0464761,51,2,5,16,77,2,2,10,6,3,6,1,1,88,3,3,0,4,0,5,4,0,5,10,5,10,9,9,2,2,2,5,5
GB_51675,GB,51675,0.57121205,0.52530456,3.3242688,1.7462535,42,2,2,11,1,2,1,10,1,3,3,2,2,5,5,4,5,7,3,7,3,4,2,2,6,1,1,4,4,4,1,5,8
GB_52371,GB,52371,0.57121205,0.40502694,3.3242688,1.3464184,87,1,2,10,1,3,1,0,6,2,5,1,4,88,0,4,4,3,6,88,0,0,2,10,5,2,2,0,3,4,8,10,10
GB_54798,GB,54798,0.57121205,0.5243788,3.3242688,1.743176,72,2,6,15,4,1,1,2,6,2,5,1,1,3,4,8,7,6,4,7,4,1,6,7,8,8,8,9,1,1,1,8,8
GB_62008,GB,62008,1.7136363,1.7302217,3.3242688,5.7517223,58,2,4,14,77,4,1,2,2,4,2,1,3,5,1,4,0,0,5,2,1,1,4,6,7,8,8,8,1,1,1,8,8
GB_69073,GB,69073,0.57121205,0.5952057,3.3242688,1.9786237,33,2,2,12,1,3,1,0,1,2,3,2,3,88,6,7,4,4,8,88,88,4,3,5,5,3,6,5,2,2,2,6,6
GB_59833,GB,59833,1.1424241,0.86816347,3.3242688,2.8860087,47,1,5,16,77,3,1,6,2,2,4,1,2,6,4,8,3,3,7,6,4,6,3,8,7,5,4,6,3,2,2,8,9
GB_63050,GB,63050,0.57121205,0.40502694,3.3242688,1.3464184,57,1,2,10,88,3,1,5,1,3,2,1,4,77,0,0,0,0,5,0,2,2,0,1,2,88,88,88,8,8,7,5,5
GB_60626,GB,60626,1.1424241,0.9420742,3.3242688,3.1317077,58,1,5,13,6,4,1,3,6,2,4,1,1,9,3,7,6,6,9,2,0,1,0,4,6,6,1,3,3,3,5,9,9
GB_63242,GB,63242,0.57121205,0.6056224,3.3242688,2.0132518,37,1,4,14,1,3,1,1,6,3,6,2,4,5,1,1,1,1,1,88,88,2,5,9,5,9,9,3,8,8,2,3,5
GB_77360,GB,77360,1.1983137,1.017319,3.3242688,3.3818417,64,2,3,11,5,3,1,0,6,2,4,1,2,5,4,8,3,7,5,88,0,0,7,7,7,8,8,8,1,1,1,10,9
GB_61397,GB,61397,1.1424241,1.2906126,3.3242688,4.2903433,51,1,2,11,7,2,1,5,6,2,3,1,3,3,7,7,6,5,6,5,6,5,8,7,6,7,6,7,2,2,2,7,5
GB_56968,GB,56968,1.1424241,1.1555178,3.3242688,3.8412519,47,2,6,16,9,4,1,0,6,2,3,1,2,2,0,2,0,0,5,88,0,0,6,7,7,8,10,10,1,1,2,8,8
GB_61038,GB,61038,0.59915686,0.5086595,3.3242688,1.6909208,70,2,88,13,77,2,1,5,6,2,6,1,2,7,5,7,4,6,8,5,7,6,7,3,5,7,7,5,2,2,3,7,7
GB_84426,GB,84426,0.57121205,0.6056224,3.3242688,2.0132518,53,1,7,22,3,4,1,0,6,4,2,1,2,7,0,3,1,1,6,3,1,0,8,4,7,7,3,7,2,2,2,6,5
GB_54051,GB,54051,1.1424241,1.0599027,3.3242688,3.5234013,58,1,5,14,9,2,1,1,2,2,5,1,1,5,5,4,3,1,0,0,2,3,2,5,3,8,5,5,2,2,5,9,9
GB_56065,GB,56065,1.1424241,0.86816347,3.3242688,2.8860087,49,1,3,11,77,2,1,0,6,2,1,2,4,88,0,88,1,0,8,88,5,1,2,8,9,0,0,0,8,8,2,8,5
GB_73339,GB,73339,1.1424241,1.0768794,3.3242688,3.5798366,37,1,2,13,7,3,1,6,1,1,6,1,4,5,2,7,0,0,7,88,3,4,6,8,7,2,88,5,3,3,2,9,8
GB_85754,GB,85754,0.57121205,0.57674056,3.3242688,1.9172406,84,2,1,10,2,3,1,0,6,1,6,8,3,5,7,7,7,88,7,88,6,88,2,2,8,5,8,8,3,3,2,8,8
GB_56008,GB,56008,0.6229453,0.65664256,3.3242688,2.1828563,71,2,4,12,1,3,1,5,6,3,4,1,4,5,1,1,0,1,4,1,4,4,5,5,6,4,4,4,3,3,2,8,8
GB_59034,GB,59034,0.57121205,0.5498016,3.3242688,1.8276882,81,2,4,13,2,4,1,0,6,2,4,1,2,3,5,8,3,3,8,5,4,1,7,7,7,5,6,88,2,2,2,7,7
GB_78062,GB,78062,0.57121205,0.6453063,3.3242688,2.1451716,999,1,2,11,1,1,1,10,6,2,6,1,3,3,10,10,5,7,10,7,3,3,7,7,7,10,10,10,2,2,3,10,7
GB_83378,GB,83378,0.57121205,0.79163164,3.3242688,2.6315963,30,2,6,88,8,4,1,8,1,1,3,1,1,10,0,2,1,1,2,0,1,1,3,7,5,8,3,6,2,2,2,8,7
GB_69591,GB,69591,0.57121205,0.49411666,3.3242688,1.6425766,82,1,1,8,88,4,1,0,6,4,1,2,4,10,0,0,0,0,10,0,0,10,0,10,0,0,0,1,3,3,5,10,10
GB_58003,GB,58003,0.57121205,0.5777589,3.3242688,1.9206259,44,2,7,20,8,3,1,6,6,2,5,1,2,3,7,7,4,5,7,7,3,2,7,6,8,9,10,8,1,1,2,9,10
GB_66702,GB,66702,0.57121205,0.40502694,3.3242688,1.3464184,81,1,5,11,7,3,1,0,6,2,6,1,4,8,8,8,5,8,9,7,9,5,8,7,9,5,5,8,3,2,2,10,9
GB_84962,GB,84962,0.57121205,0.5498016,3.3242688,1.8276882,80,2,1,11,4,4,1,2,6,2,6,1,2,88,4,5,2,2,4,0,4,6,5,5,7,7,6,6,2,2,3,10,9
GB_75545,GB,75545,1.1424241,0.82676125,3.3242688,2.7483766,72,2,3,12,4,3,1,0,6,3,3,1,4,5,5,7,5,6,7,88,4,5,5,5,8,5,5,5,2,2,2,10,10
GB_51583,GB,51583,3.4272726,3.6337347,3.3242688,12.079511,36,1,55,22,8,3,2,1,6,2,4,2,3,6,6,8,5,4,8,5,5,6,5,7,7,7,7,5,3,2,3,5,7
GB_65524,GB,65524,0.57121205,0.8906439,3.3242688,2.9607396,20,2,4,16,1,2,1,6,2,3,5,1,2,7,7,8,4,6,6,6,5,4,6,6,4,6,10,10,2,2,4,8,7
GB_57006,GB,57006,2.2848482,2.4624677,3.3242688,8.1859045,999,2,6,16,9,1,2,10,6,2,5,2,3,7,9,9,9,9,9,9,7,7,6,88,7,10,5,10,2,2,8,10,10
GB_75280,GB,75280,1.1424241,0.9420742,3.3242688,3.1317077,64,1,5,17,9,4,1,0,6,1,4,1,1,3,6,4,1,3,2,3,3,0,5,6,4,6,8,8,2,2,1,7,7
GB_50462,GB,50462,1.1424241,1.1534811,3.3242688,3.8344812,69,2,5,11,6,4,1,0,2,2,3,2,3,88,1,3,1,1,5,88,1,1,5,7,1,1,0,0,4,4,3,8,8
GB_64370,GB,64370,0.57121205,0.5773347,3.3242688,1.9192157,44,1,6,17,10,4,1,2,1,1,4,1,1,2,8,9,6,5,6,8,5,0,4,3,7,10,10,10,1,1,2,7,7
GB_58268,GB,58268,0.57121205,0.4735883,3.3242688,1.5743347,50,2,2,12,3,3,1,5,2,3,4,1,2,5,3,6,2,2,5,3,3,3,5,5,4,7,7,7,2,2,1,7,6
GB_64155,GB,64155,2.2848482,2.5812252,3.3242688,8.580687,51,1,55,18,8,1,2,6,6,2,4,1,3,7,7,8,5,7,8,88,8,5,4,9,6,7,5,7,3,3,2,8,7
GB_69480,GB,69480,1.1424241,1.1555178,3.3242688,3.8412519,36,2,4,11,2,3,2,5,1,2,5,2,4,88,88,88,2,2,88,88,5,6,5,5,7,5,5,5,3,3,3,7,4
GB_72708,GB,72708,0.57121205,0.5770184,3.3242688,1.9181641,39,2,6,15,2,3,2,0,1,2,6,2,4,5,5,5,8,88,8,6,8,8,5,6,10,9,9,9,1,2,2,9,7
